Id,Title,Original title,Description,Published at,Created at,Updated at
19,Дух небожителя,"","**Дух небожителя**
*Большой небожитель, нейтральный*

**КД** 11 + уровень заклинания + 2 (только защитник)
**Хиты** 40 + 10 за каждый уровень заклинания выше 5
**Скорость** 30 фт., летая 40 фт.

Навык - значение - мод - спас
Сил 16 +3 +3
Лов 14 +2 +2
Вын 16 +3 +3
Инт 10 +0 +0
Мдр 14 +2 +2
Хар 16 +3 +3

**Сопротивление** излучение
**Иммунитет** очарованный, испуганный
**Чувства** тёмное зрение 60 фт., ПВ 12
**Языки** Небесный, понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Действия**
**Мультиатака.** Дух совершает количество атак, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Лук излучения (только мститель).** *Бросок дальнобойной атаки:* Бонус равен вашему модификатору атаки заклинанием, дальность 600 фт. Попадание: 2к6 + 2 + уровень заклинания урона излучением.
**Булава излучения (только защитник).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к10 + 3 + уровень заклинания колющего урона и дух может выбрать себя или другое существо, которое он видит в пределах 10 футов от цели. Выбранное существо получает 1к10 временных хитов.
**Целительное касание (1/день).** Дух прикасается к другому существу. Цель восстанавливает количество хитов, равное 2к8 + уровень заклинания.",,2024-09-21 12:27:51 UTC,2024-09-21 12:27:51 UTC
18,Дух конструкта,"","**Дух конструкта**
*Средний конструкт, нейтральный*

**КД** 13 + уровень заклинания
**Хиты** 40 + 15 за каждый уровень заклинания выше 4
**Скорость** 30 фт.

Навык - значение - мод - спас
Сил 18 +4 +4
Лов 10 +0 +0
Вын 18 +4 +4
Инт 14 +2 +2
Мдр 11 +0 +0
Хар 5 -3 -3

**Сопротивление** ядовитый
**Иммунитет** очарованный, истощенный, испуганный, парализованный, отравленный
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Нагретое тело (только металл).** Существо, которое попадает по духу рукопашной атакой или начинает свой ход, находясь в захвате с духом, получает 1к10 урона огнём.
**Каменная летаргия (только камень).** Когда существо начинает свой ход в пределах 10 футов от духа, дух может нацелить на него магическую энергию, если видит его. Спасбросок Мудрости: Сл равна Сл спасброска от ваших заклинаний. Провал: До начала своего следующего хода цель не может совершать провоцированные атаки и её скорость уменьшается вдвое.

**Действия**
**Мультиатака.** Дух совершает количество атак, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Удар.** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к8 + 4 + уровень заклинания дробящего урона.

**Реакции**
**Бешеная атака (только глина).** *Триггер*: Дух получает урон от существа. *Ответ*: Дух совершает атаку Удар по этому существу, если это возможно, или дух перемещается до половины своей скорости в сторону этого существа, не вызывая провоцированные атаки.",,2024-09-21 12:24:30 UTC,2024-09-21 12:24:30 UTC
17,Дух дракона,"","**Дух дракона**
*Большой дракон, нейтральный*

**КД** 14 + уровень заклинания
**Хиты** 50 + 10 за каждый уровень заклинания выше 5
**Скорость** 30 фт., летая 60 фт., плавая 30 фт.

Навык - значение - мод - спас
Сил 19 +4 +4
Лов 14 +2 +2
Вын 17 +3 +3
Инт 10 0 0
Мдр 14 +2 +2
Хар 14 +2 +2

**Сопротивление** кислотный, холодный, огненный, электрический, ядовитый
**Иммунитет** очарованный, испуганный, отравленный
**Чувства** слепое зрение 30 фт., тёмное зрение 60 фт., ПВ 12
**Языки** Драконий, понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Общее сопротивление.** Когда вы призываете духа, выберите одно из его сопротивлений. У вас будет сопротивление к выбранному типу урона до окончания действия заклинания.
**Каменная летаргия (только камень).** Когда существо начинает свой ход в пределах 10 футов от духа, дух может нацелить на него магическую энергию, если видит его. Спасбросок Мудрости: Сл равна Сл спасброска от ваших заклинаний. Провал: До начала своего следующего хода цель не может совершать провоцированные атаки и её скорость уменьшается вдвое.

**Действия**
**Мультиатака.** Дух совершает количество атак Рвать, равное половине уровня этого заклинания (округлить в меньшую сторону), и использует Оружие дыхания.
**Рвать.** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к6 + 4 + уровень заклинания дробящего урона.
**Оружие дыхания.** Спасбросок Ловкости: Сл равна Сл вашего спасброска от заклинаний, каждое существо в конусе 30 футов. Провал: 2к6 урона выбранного типа, к которому этот дух имеет сопротивление (выбор при сотворении заклинания). Успех: половина урона.",,2024-09-21 07:59:50 UTC,2024-09-24 13:50:39 UTC
16,Дух феи,"","**Дух феи**
*Маленькая фея, нейтральный*

**КД** 12 + уровень заклинания
**Хиты** 30 + 10 за каждый уровень заклинания выше 3
**Скорость** 30 фт., летая 30 фт.

Навык - значение - мод - спас
Сил 13 +1 +1
Лов  16 +3 +3
Вын 14 +2 +2
Инт 14 +2 +2
Мдр 11 0 0
Хар 16 +3 +3

**Иммунитет** очарованный
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** Сильван, понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Действия**
**Мультиатака.** Дух совершает количество атак Фейский клинок, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Фейский клинок.** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 2к6 + 3 + уровень заклинания урона силовым полем.

**Бонусные действия**
**Шаг феи.** Дух магически телепортируется на расстояние до 30 футов в незанятое пространство, которое он видит. Затем происходит один из следующих эффектов в зависимости от выбранного настроения духа:
**Яростное.** Дух получает преимущество на следующую атаку, которую он совершит до конца этого хода.
**Весёлое.** Спасбросок Мудрости: Сл равен Сл вашего спасброска заклинания, одно существо, которое дух видит в пределах 10 футов от себя. Провал: цель получает состояние очарованный вами и духом на 1 минуту или до тех пор, пока цель не получит урон.
**Лукавое.** Дух заполняет магической тьмой куб с длиной стороны 10 футов в пределах 5 футов от себя. Тьма длится до конца его следующего хода.",,2024-09-21 07:55:59 UTC,2024-09-21 07:55:59 UTC
15,Дух элементаля,"","**Дух элементаля**
*Средний элементаль, нейтральный*

**КД** 11 + уровень заклинания
**Хиты** 50 + 10 за каждый уровень заклинания выше 4
**Скорость** 40 фт.; копая 40 фт. (только земля); летая 40 фт. (парит; только воздух); плавая 40 фт. (только вода)

Навык - значение - мод - спас
Сил 16 +3 +3
Лов 10 0 0
Вын 15 +2 +2
Инт 16 +3 +3
Мдр 10 0 0
Хар 6 -2 -2

**Сопротивление** кислотный (только вода), электрический и звуковой (только воздух), колющий и режущий (только земля)
**Иммунитет** огненный (только огонь), ядовитый; истощенный, парализованный, окаменевший, отравленный
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** Первичный, понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Аморфный (только воздух, огонь и вода).** Дух может перемещаться сквозь пространство шириной не менее 1 дюйма, не считая его труднопроходимой местностью.

**Действия**
**Мультиатака.** Дух совершает количество атак Удар, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Удар.** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к10 + 4 + уровень заклинания дробящего (только земля) урона холодом (только вода), электричеством (только воздух) или огненнём (только огонь).",,2024-09-21 07:43:23 UTC,2024-09-21 07:43:23 UTC
14,Дух абберации,"","**Дух абберации**
*Средняя аберрация, нейтральный*

**КД** 11 + уровень заклинания
**Хиты** 40 + 10 за каждый уровень заклинания выше 4
**Скорость** 30 фт.; летая 30 фт. (парение; только бехолдер)

Навык - значение - мод - спас
Сил 16 +3 +3
Лов  10 0 0
Вын 15 +2 +2
Инт 16 +3 +3
Мдр 10 0 0
Хар 6 -2 -2

**Иммунитет** психическая энергия
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** Глубинная речь, понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Регенерация (только слаад).** Дух восстанавливает 5 хитов в начале своего хода, если у него есть хотя бы 1 хит.
**Шепчущая аура (только иллитид).** В начале каждого хода духа, если дух не находится в состоянии недееспособный, он излучает псионическую энергию. Спасбросок Мудрости: Сл равна Сл ваших заклинаний, каждое существо (кроме вас) в пределах 5 футов от духа. Провал: 2к6 урона психической энергией.

**Действия**
**Мультиатака.** Дух совершает количество атак, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Когти (только слаад).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к10 + 3 + уровень заклинания рубящего урона и цель не может восстанавливать хиты до начала следующего хода духа.
**Луч из глаз (только бехолдер).** *Бросок дальнобойной атаки:* Бонус равен вашему модификатору атаки заклинанием, дистанция 150 фт. Попадание: 1к8 + 3 + уровень заклинания урона психической энергией.
**Психический удар (только иллитид).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к8 + 3 + уровень заклинания урона психической энергией.",,2024-09-21 07:40:47 UTC,2024-09-21 07:40:47 UTC
13,Дух исчадия,"","**Дух исчадия**
*Большое исчадие, нейтральный*

**КД** 12 + уровень заклинания
**Хиты** 50 (только демон) или 40 (только дьявол) или 60 (только юголот) + 15 за каждый уровень заклинания выше 6
**Скорость** 40 фт.; лазая 40 фт. (только демон); летая 40 фт. (только дьявол)

Навык - значение - мод - спас
Сил 13 +1 +1
Лов 16 +3 +3
Вын 15 +2 +2
Инт 10 0 0
Мдр 10 0 0
Хар 16 +3 +3

**Сопротивление** огненный
**Иммунитет** ядовитый; отравленный
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** Бездны, Инфернальный, телепатия 60 фт.
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Предсмертная вспышка (только демон).** Когда хиты духа опускается до 0 или заклинание заканчивается, дух взрывается. Спасбросок Ловкости: Сл равен Сл спасброска вашего заклинания, каждое существо в 10-футовой эманации, исходящей от духа. Провал: 2к10 + уровень этого заклинания урона огнём. Успех: половина урона.
**Дьявольское зрение (только дьявол).** Магическая тьма не мешает тёмному зрению духа.
**Магическое сопротивление.** Дух совершает с преимуществом спасброски от заклинаний и прочих магических эффектов.

**Действия**
**Мультиатака.** Дух совершает количество атак, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Укус (только демон).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к12 + 3 + уровень заклинания урона некротической энергией.
**Когти (только юголот).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к8 + 3 + уровень заклинания рубящего урона. Сразу после попадания или промаха дух может телепортироваться на расстояние до 30 футов в незанятое пространство, которое он видит.
**Огненный удар (только дьявол).** Бросок рукопашной или дальнобойной атаки: Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. или дальность 150 фт. Попадание: 2к6 + 3 + уровень заклинания урона огнём.",,2024-09-21 07:35:19 UTC,2024-09-21 07:35:19 UTC
12,Дух нежити,"","**Дух нежити**
*Средняя нежить, нейтральный*

**КД** 11 + уровень заклинания
**Хиты** 30 (только призрачная или гнилая) или 20 (только скелетная) + 10 за каждый уровень заклинания выше 3
**Скорость** 30 фт.; летая 40 фт. (парение; только призрачная)

Навык - значение - мод - спас
Сил 12 +1 +1
Лов 16 +3 +3
Вын 15 +2 +2
Инт 4 -3 -3
Мдр 10 0 0
Хар 9 -1 -1

**Иммунитет** некротический, ядовитый; истощенный, испуганный, парализованный, отравленный
**Чувства** тёмное зрение 60 фт., ПВ 10
**Языки** понимает известные вам языки
**ПО** — (Опыт 0; БМ равен вашему БМ)

**Особенности**
**Зловонная аура (только гнилая).** Спасбросок Телосложения: Сл равна вашей Сл заклинания, любое существо (кроме вас), которое начинает свой ход в пределах 5 футов от духа. Провал: Существо получает состояние отравленный до начала своего следующего хода.
**Бестелесное перемещение (только призрачная).**
Дух может перемещаться сквозь других существ и объекты, как если бы они были труднопроходимой местностью. Если он заканчивает свой ход внутри объекта, то его перемещает в ближайшее незанятое пространство, и он получает 1к10 урона силовым полем за каждые 5 футов перемещения.

**Действия**
**Мультиатака.** Дух совершает количество атак, равное половине уровня этого заклинания (округлить в меньшую сторону).
**Смертельное касание (только призрачная).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к8 + 3 + уровень заклинания урона некротической энергией и цель получает состояние испуганный до конца своего следующего хода.
**Погребальный снаряд (только юголот).** *Бросок дальнобойной атаки:* Бонус равен вашему модификатору атаки заклинанием, дальность 150 фт. Попадание: 2к4 + 3 + уровень заклинания урона некротической энергией.
**Гнилой коготь (только дьявол).** *Бросок рукопашной атаки:* Бонус равен вашему модификатору атаки заклинанием, досягаемость 5 фт. Попадание: 1к6 + 3 + уровень заклинания рубящего урона. Если цель находится в состоянии отравленный, то она получает состояние парализованный до конца своего следующего хода.",,2024-09-21 07:30:56 UTC,2024-09-21 07:30:56 UTC
11,Оживленный предмет,"","**Оживленный предмет**
*Огромный или меньше конструкт, без мировоззрения*
**КД** 15
**Хиты** 10 (среднее и меньше), 20 (большое), 40 (огромное)
**Скорость** 30 фт.

Навык - значение - мод - спас
* Сил 16 +3 +3
* Инт 3 -4 -4
* Лов 10 0 0
* Мдр 3 -4 -4
* Вын 10 0 0
* Хар 1 -5 -5

**Иммунитет** ядом, психической энергией; очарованный, истощенный, испуганный, парализованный,отравленный
**Чувства** тёмное зрение 30 фт., ПВ 6
**Языки** Понимает языки, которые вы знаете
**ПО** (Опыт 0; БМ равен вашему БМ)

**Действия**
**Укус.** *Бросок рукопашной атаки:* бонус к попаданию равен вашему бонусу атаки заклинанием, досягаемость 5 фт. Попадание: урон силовым полем равный 1к4+3 (для среднего и меньше), 2к6+3+ваш модификатор заклинательной характеристики (для большого), или 2к12+3+ваш модификатор заклинательной характеристики (для огромного)",,2024-09-21 07:09:20 UTC,2024-09-21 07:09:20 UTC
10,Пробужденное дерево 2014,Awakened tree,"**Пробужденное дерево**
*Огромное Растение, без мировоззрения*
**КД** 13 (природный доспех)
**Хиты** 59 (7к12 + 14)
**Скорость** 20 футов

Навык - значение - мод - спас
Сил 19 +4 +4
Лов 6 -2 -2
Тел 15 +2 +2
Инт 10 0 0
Мдр 10 0 0
Хар 7 -2 -2

**Уязвимость** к урону огонь
**Сопротивление** урону дробящий, колющий
**Чувства** пассивное Восприятие 10
**Языки** Один язык, известный создателю
**Опасность** 2 (450 опыта)
**БМ** +2

**Особенности**
*Обманчивая внешность.* Пока дерево остается без движения, оно неотличимо от обычного дерева.

**Действия**
**Размашистый удар.** *Рукопашная атака оружием:* +6 к попаданию, досягаемость 10 футов, одна цель. Попадание: Дробящий урон 14 (3к6 + 4).",,2024-09-21 06:57:11 UTC,2024-09-22 15:57:22 UTC
9,Пробужденный куст 2014,Awakened shrub,"**Пробужденный куст**
*Маленькое Растение, без мировоззрения*
**КД** 9
**Хиты** 10 (3к6)
**Скорость** 20 футов

Навык - значение - мод - спас
* Сил 3 -4 -4
* Лов 8 -1 -1
* Тел 11 0 0
* Инт 10 0 0
* Мдр 10 0 0
* Хар 6 -2 -2

**Уязвимость** к урону огонь
**Сопротивление** урону колющий
**Чувства** ПВ 10
**Языки** один язык, известный создателю
**Опасность** 0 (0 или 10 опыта)
БМ +2

**Особенности**
**Обманчивая внешность.** Пока куст остается без движения, он неотличим от обычного куста.

**Действия**
**Разрывание.** *Рукопашная атака оружием:* +1 к попаданию, досягаемость 5 футов, одна цель. Попадание: 1 (1к4 - 1) рубящего урона.",,2024-09-21 06:54:06 UTC,2024-09-21 06:54:06 UTC
8,Упырь 2014,Ghoul,"**Упырь**
*Средняя Нежить, хаотично-злая*
**КД** 12
**Хиты** 22 (5к8)
**Скорость** 30 футов

Навык - значение - мод - спас
* Сил 13 +1 +1
* Инт 7 -2 -2
* Лов 15 +2 +2
* Мдр 10 0 0
* Вын 10 0 0
* Хар 6 -2 -2

**Иммунитет** к урону яд
**Иммунитет** к состоянию очарование, отравление, истощение
**Чувства** тёмное зрение 60 футов
**ПВ** 10
**Языки** Общий
**Опасность** 1 (200 опыта)
**БМ** +2

**Действия**
**Укус.** *Рукопашная атака оружием:* +2 к попаданию, досягаемость 5 футов, одно существо. Попадание: Колющий урон 9 (2к6 + 2).
**Когти**. *Рукопашная атака оружием:* +4 к попаданию, досягаемость 5 футов, одна цель. *Попадание*: Рубящий урон 7 (2к4 + 2). Если цель — существо, не являющееся эльфом или нежитью, она должна преуспеть в *спасброске Телосложения* Сл 10, иначе станет парализованной на 1 минуту. Цель может повторять этот спасбросок в конце каждого своего хода, оканчивая эффект на себе при успехе.",,2024-09-21 06:48:05 UTC,2024-09-21 06:48:05 UTC
7,Ездовая лошадь,"","**Ездовая лошадь**
*Большой зверь, без мировоззрения*

**КД** 11
**Хиты** 13 (2к10 + 2)
**Скорость** 60 фт.
**Инициатива:** +1 (11)

Навык - значение - мод - спас
* Сил 16 +3 +3
* Инт 2 -4 -4
* Лов 13 +1 +1
* Мдр 10 0 0
* Вын 12 +1 +1
* Хар 7 -2 -2

**Чувства** ПВ 10
**Языки** —
**ПО** 1/4 (Опыт 50; БМ +2)

**Действия**
**Копыта**. Бросок рукопашной атаки: +5 к попаданию, досягаемость 5 фт. Попадание: 7 (1к8 + 3) дробящего урона.",,2024-09-21 06:29:25 UTC,2024-09-21 06:29:25 UTC
