Id,Title,Original title,Description,Published at,Created at,Updated at
15,ремонтника,"","**Инструменты ремонтника** 

**Характеристика:** Ловкость
**Цена:** (50 зм)
**Вес:** 10 фнт.
**Использование:** Собрать крошечный предмет из обломков, который развалится через 1 минуту (Сл 20)
**Создание:** Мушкет, пистоль, колокол, направленный фонарь, фляга, закрытый фонарь, охотничья капкан, замок, наручники, зеркало, лопата, сигнальный свисток, трутница",2024-09-27 16:28:38 UTC,2024-09-27 16:23:16 UTC,2024-09-27 16:28:38 UTC
14,кузнеца,"","**Инструменты кузнеца**

**Характеристика:** Сила		
**Цена:** (20 зм)
**Вес:** 8 фнт.
**Использование:** Вскрыть дверь или контейнер (Сл 20)
**Создание:** Любое рукопашное оружие (кроме дубинки, палицы, посоха и кнута), средние доспехи (кроме шкурного доспеха), тяжёлые доспехи, металлические шарики, ведро, калтропы, цепь, монтировка, пули для огнестрельного оружия, крюк-кошка, железный котелок, железные шипы, пули для пращи",2024-09-27 16:28:38 UTC,2024-09-27 16:22:31 UTC,2024-09-27 16:28:38 UTC
13,гончара,"","**Инструменты гончара**

**Характеристика:** Интеллект
**Цена:** (10 зм)
**Вес:** 3 фунта
**Использование:** Определение того, что хранилось в керамическом предмете в течении последних 24 часов (Сл 15)
**Создание:** Кувшин, лампа",2024-09-27 16:28:38 UTC,2024-09-27 16:21:55 UTC,2024-09-27 16:28:38 UTC
12,художника,"","**Инструменты художника**

**Цена:** 10 зм
**Характеристика:** Мудрость
**Вес:** 5 фнт.
**Использование:** Нарисовать узнаваемое изображение чего-то, что вы видели (Сл 10)
**Создание:** Друидическая фокусировка, святой символ",2024-09-27 16:28:38 UTC,2024-09-27 16:21:19 UTC,2024-09-27 16:28:38 UTC
11,каменщика,"","**Инструменты каменщика**

**Цена:** 10 зм
**Характеристика:** Сила Вес: 8 фнт.
**Использование:** Высечь символ или отверстие в камне (Сл 10)
**Создание:** Блок и лебёдка",2024-09-27 16:28:38 UTC,2024-09-27 16:20:45 UTC,2024-09-27 16:28:38 UTC
10,кожевника,"","**Инструменты кожевника**

**Характеристика:** Ловкость
**Цена:** 5 зм
**Вес:** 5 фнт.
**Использование:** Добавление узора на кожаное изделие (Сл 10)
**Создание:** Праща, кнут, шкурный доспех, кожаный доспех, стёганый доспех, рюкзак, футляр для арбалетных болтов, футляр для карт или свитков, пергамент, кошель, колчан, бурдюк",2024-09-27 16:28:38 UTC,2024-09-27 16:20:06 UTC,2024-09-27 16:28:38 UTC
9,ювелира,"","**Инструменты ювелира**

**Характеристика:** Интеллект
**Цена:** 25 зм
**Вес:** 2 фунта
**Использование:** Определение стоимости драгоценного камня (Сл 15)
**Создание:** Магический фокусировка, святой символ",2024-09-27 16:28:38 UTC,2024-09-27 16:19:17 UTC,2024-09-27 16:28:38 UTC
8,стеклодува,"","**Инструменты стеклодува**

**Характеристика:** Интеллект
**Цена:** 30 зм
**Вес:** 5 фнт.
**Использование:** Определение того, что хранилось в стеклянном предмете в течении последних 24 часов (Сл 15)
**Создание:** Стеклянная бутылка, увеличительное стекло, подзорная труба, склянка",2024-09-27 16:28:38 UTC,2024-09-27 16:18:40 UTC,2024-09-27 16:28:38 UTC
7,повара,"","**Инструменты повара**

**Характеристика:** Мудрость
**Цена:** 1 зм
**Вес:** 8 фнт.
**Использование:** Улучшение вкуса пищи (Сл 10) или обнаружение испорченной или отравленной еды (Сл 15)
**Создание:** Рационы",2024-09-27 16:28:38 UTC,2024-09-27 16:17:55 UTC,2024-09-27 16:28:38 UTC
6,сапожника,"","**Инструменты сапожника**

**Характеристика:** Ловкость
**Цена:** 5 зм
**Вес:** 5 фнт.
**Использование:** Модификация обуви для предоставления преимущества на следующей проверке Ловкости (Акробатика) для носителя (Сл 10)
**Создание:** Комплект для лазания",2024-09-27 16:28:38 UTC,2024-09-27 16:17:16 UTC,2024-09-27 16:28:38 UTC
5,картографа,"","Инструменты картографа

**Характеристика:** Мудрость
**Цена:** 15зм
**Вес:** 6 фнт.
**Использование:** Составление карты небольшой области (Сл 15)
**Создание:** Карта",2024-09-27 16:28:38 UTC,2024-09-27 16:16:34 UTC,2024-09-27 16:28:38 UTC
4,плотника,"","**Инструменты плотника**

**Характеристика:** Сила
**Цена:** 8 зм
**Вес:** 6 фнт.
**Использование:** Запечатать или вскрыть дверь или контейнер (Сл 20)
**Создание:** Дубинка, палица, боевой посох, бочка, сундук, лестница, шест, портативный таран, факел",2024-09-27 16:28:38 UTC,2024-09-27 16:15:40 UTC,2024-09-27 16:28:38 UTC
3,каллиграфа,"","**Инструменты каллиграфа**

**Характеристика:** Ловкость
**Цена:** 10зм
**Вес:** 5 фнт.
**Использование:** Написание текста с впечатляющими узорами, которые защищают от подделки (Сл 15)",2024-09-27 16:28:38 UTC,2024-09-27 16:14:54 UTC,2024-09-27 16:28:38 UTC
2,пивовара,"","**Инструменты пивовара**

**Характеристика:** Интеллект
**Цена:** 20 зм
**Вес:** 9 фнт.
**Использование:** Обнаружить отравленный напиток (Сл 15) или определить алкоголь (Сл 10)
**Создание:** Противоядие",2024-09-27 16:28:38 UTC,2024-09-27 16:14:10 UTC,2024-09-27 16:28:38 UTC
1,алхимика,"","**Инструменты алхимика**

**Характеристика:** Интеллект
**Цена:** 50 зм
**Вес:** 8 фнт.
**Использование:** Определить вещество (Сл 15) или развести огонь (Сл 15)
**Создание:** Кислота, алхимический огонь, сумка компонентов, масло, бумага, духи",2024-09-27 16:28:38 UTC,2024-09-27 16:13:22 UTC,2024-09-27 16:28:38 UTC
